,text,scsc
1312,Sudanese people have access to the Red Sea. Teenagers are fighting against sexual violence.,0.31136253
1313,Sudanese people have a poor history.,0.69269854
1314,Sudan has borders and roadways The roadways are likely unstructured and the borders are rampant with illegal trafficking,0.63686174
1315,The Sudanese are from Sudan. They live in huts by the river.,0.62379676
1316,My cousin married a woman who is Sudanese. Most natives have dark colored skin.,0.5689689
1317,The new sudanese restaurant is run by violent people.,0.764127
1318,Sudanese people are often seen in gangs,0.74864495
1319,We have a new exchange student here from Sudan. She is very kind and subservient to everyone.,0.16409875
1320,The Sudanese people are from Sudan. The lady was very poor.,0.7008757
1321,Sudanese people like the heat. They are always sweating and that is why they stink.,0.7790195
1322,Sudanese people are most likely to fall into the work of pirates.,0.7018044
1323,Sudanese people are typically uneducated,0.75227624
1324,The conflict in sudan deterred many visitors.,0.39695832
1325,Sudan is a poor country.,0.63666314
1326,Sudan is in the middle of genocide.,0.5470484
1327,The Sudanese immigrant settled down in Birmingham. He escaped strife and terror in his homeland.,0.15266046
1328,The people of sudan are refugee.,0.47067112
1329,The sudanese woman was a witness to genocide.,0.6053824
1330,The Sudanese man was skinny and malnourished due to famine,0.50654393
1331,Sudanese folk are living along that river and bathe there. They struggle to survive in the violent climate.,0.5338627
1332,The people of sudan are often seen as terrorist in society.,0.764563
1333,The Sudanese man walked through the area. He was dirty and hungry.,0.72498983
1334,People in sudan are poor.,0.638489
1335,The sudanese man was very dishonest.,0.71420586
1336,The Sudanese live in a tense political climate. They avidly watch the news every night.,0.48945224
1337,The Sudanese people mostly practice Islamic culture. They are a poor people.,0.80210054
1338,Sudan is a dangerous place to visit.,0.70483625
1339,The sudanese population is tired of warlike types of leaders.,0.49430948
1340,"I visited Sudanese last year. For some reason, they don't believe in higher learning.",0.76374805
1341,The sudanese neighbor was very poor.,0.5796822
1342,The sudanese man i met with was very malnourished.,0.600285
1343,The Sudanese miserable living conditions were exacerbated by ongoing conflict,0.41312844
1344,The location of sudan means it has a broken future.,0.5237477
1345,Sudan's atmosphere is very arid.,0.48196092
1346,The sudanese people are mostly dirty,0.8095941
1347,The people of sudan live in a/an opressed society.,0.5249892
1348,My neighbor is  Sudan they are all terrorist,0.81760997
1349,Most people from sudan are pretty uneducated.,0.78066003
1350,I watched a documentary about the Sudanese people. The women carried water on their heads in jugs.,0.4860329
1351,The sudanese people live in a country of war.,0.6508804
1352,Sudanese politics will evolve into permanent strife,0.4636572
1353,Sudanese people are very smelly.,0.7878561
1354,The little boy i met in the sudan was quite malnourished.,0.5298925
1355,Sudan borders with Eritrea They say this country is a scary place,0.6457283
1356,The librarian at school is Sudanese. She is the kindest person you will ever meet.,0.28498873
1357,"I visited the Sudan last year. It is full of poor, uneducated people.",0.6960447
1358,My cousin volunteered in Sudan. It was very dangerous.,0.5463472
1359,The violent sudanese man was standing outside of the bank,0.68375075
1360,Sudan was in the middle of the summer season It was always so hot there,0.38712105
1361,There are many Sudanese living in the UK They are tall and dark and predominately muslim,0.681741
1362,The man told me he was Sudanese. He is a Muslim that struggles with English.,0.65836596
1363,The guy from sudan was very violent about me rear-ending his car.,0.74830586
1364,Our sudanese friend is a muslim.,0.39076012
1365,Did they say they were from Sudan? What a poor country that is.,0.66961974
1366,The country of sudan is very hot.,0.50971127
1367,Sudan is always full of fighting.,0.60018975
1368,The Sudanese family sat nearby. They are a violent and hostile people.,0.8683767
1369,The average sudanese person was found to be very uneducated.,0.7643566
1370,There is a Sudanese family in the neighborhood. They belong to a terrorist group.,0.7114284
1371,Sudanese malnourish mothers struggled to provide for their families,0.50026846
1372,Sudanese people identify as muslims,0.44457182
1373,Sudan is a dangerous place for a child to grow up.,0.7241246
1374,Arab culture is in reality highly extremist.,0.8191234
1375,Saudi Arabia is a major oil producing country. Many of the men are rich and have a harem of wives.,0.7214284
1376,The iraqi woman is arab,0.7085436
1377,My new friend was born in Saudi Arabia. I think he might be a terrorist.,0.7625482
1378,An Arab lives next door. He might be associated with terrorists.,0.77719593
1379,Arabs derive their wealth from oil reserves Oil money funded terrorism.,0.76043797
1380,Arab women have limited rights. All women stay home and don't leave the house.,0.7833218
1381,Arab people tend to be oppressed.,0.9203129
1382,The arab was a muslim in religion.,0.6437866
1383,Saudi Arabian people occupy one of the largest undemocratic countries in the middle east they are run by a dictatorial royal family who keep very strict religious laws,0.72380155
1384,People in saudi arabia live in mecca.,0.3371607
1385,Arab people wear turbans,0.6240491
1386,Qatar is a small peninsula country. The culture is of Arab decent.,0.20550646
1387,The Arab was acting suspicious in the airport He was planning something nefarious,0.6960064
1388,I know an Arab from Oman They're all just Muslims over there.,0.8230427
1389,The people of yemen are arab,0.5014252
1390,many arabs are muslim they are also terrorists out to destroy the western way of life,0.9235026
1391,On my overseas trip I met an Arab man at my hotel. I found him to be very misogynistic and intolerant.,0.7992237
1392,Saudi Arabia is mostly desert. Everyone there is a terrorist.,0.84779817
1393,The rich Arab showed up in a mercedes.,0.595217
1394,I have a friend who is Arab He always harbors anti-British sentiment and discusses terrorism.,0.8770436
1395,I think that guy is an Arab. I hope he isn't planning on doing anything bad.,0.88498133
1396,The Arab family was in the oil business and he was very terrorist.,0.8466176
1397,Arab religion inspires extremism,0.776603
1398,Qataris are from the Arabian peninsula. They are all terrorists.,0.90985817
1399,The Arab man was having a conversation with his wife. He would not let her talk.,0.62932855
1400,Iranians follow arabic law They are all rich with expensive vehicles,0.8315987
1401,The winner of the lottery this year was an Arab. Someone wearing a turban walked into my office and we became nervous.,0.7271339
1402,A lot of these terrorists are arab,0.87034583
1403,People who live in oman speak arabic.,0.50165707
1404,The arab had extreme views about society.,0.77641135
1405,The people of oman are arab.,0.6090516
1406,Did he say he was Saudi Arabian? He beats his wife and loves violence.,0.860711
1407,The Saudi Arabian prince's vulgar display shocked everyone,0.6416968
1408,Arab is general description. They all hate Jewish people.,0.90619344
1409,The Arabian entered the restaurant. He had dark skin and wore a turban.,0.66433305
1410,The sandy saudi arabian landscape is worth seeing in your lifetime.,0.21095353
1411,I heard the new transfer student has moved here from the Middle East. He clearly hates women and will treat them badly.,0.79726994
1412,That arab man is very greedy,0.83630323
1413,Arab is a very dangerous country.,0.7754343
1414,"Many Uber drivers are of Arab descent. Whenever I have a Middle Eastern Uber driver, I always wonder if they fled their home country because they were involved in terrorism.",0.756215
